# scope 实时采样  2026-09-17 01:19:34
# 电机=[1, 2]  目标=20Hz
# 角度 度 / 电压 mV / 电流 mA / speed_rpm 带符号
t_s,addr,bus_mv,phase_ma,encoder,target_deg,speed_rpm,pos_deg,err_deg,homing_flags,motor_status
6.307368,1,10951,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.309748,2,11065,47,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.369644,1,10995,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.371645,2,11069,48,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.425967,1,10979,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.459479,2,11064,48,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.49748,1,10959,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.499621,2,11083,47,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.550614,1,10962,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.552763,2,11069,47,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.606791,1,10970,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.640917,2,11081,48,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.68579,1,11000,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.687793,2,11059,48,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.740875,1,10968,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.742876,2,11068,48,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.829033,1,10989,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.831037,2,11100,48,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.917836,1,10950,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
6.921255,2,11087,49,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
6.983693,1,10959,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.016818,2,11075,49,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.063716,1,10954,14,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.065058,2,11057,49,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.119455,1,10998,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.146969,2,11059,50,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.180793,1,10991,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.207794,2,11073,49,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.252995,1,10985,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.255992,2,11082,50,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.34147,1,10983,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.343684,2,11122,52,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.407869,1,10959,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.441697,2,11139,51,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.486862,1,10958,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.489125,2,11083,53,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.544497,1,10996,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.578408,2,11064,52,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.62394,1,10961,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.625979,2,11132,53,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.670071,1,11024,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.672277,2,11081,54,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.731426,1,10968,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.764971,2,11099,55,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.789044,1,10964,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.82147,2,11066,55,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.859184,1,10954,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.862176,2,11104,56,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
7.950537,1,10955,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
7.952535,2,11072,58,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.004869,1,10962,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.006868,2,11058,57,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.063471,1,10982,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.096476,2,11085,57,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.136533,1,10983,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.138848,2,11060,59,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.197763,1,10941,14,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.208763,2,11082,59,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.276535,1,10953,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.278535,2,11087,60,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.339203,1,10979,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.341202,2,11076,60,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.394203,1,10960,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.396207,2,11075,60,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.470726,1,10995,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.473203,2,11104,61,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.529825,1,10940,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.564099,2,11108,61,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.608876,1,10968,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.610376,2,11097,62,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.654889,1,10940,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.657443,2,11056,63,3258,177.5665283203125,0,177.5775146484375,-0.0054931640625,3,3
8.711975,1,10990,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.745492,2,11063,60,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
8.772548,1,10993,14,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.798979,2,11072,61,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
8.845963,1,10987,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.847346,2,11068,60,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
8.89935,1,10953,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.901349,2,11061,61,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
8.952929,1,10936,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
8.987759,2,11082,60,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.033362,1,10963,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
9.034671,2,11030,60,3256,177.5665283203125,0,177.5665283203125,0.0,3,3
9.09147,1,10979,15,27158,160.6256103515625,0,160.6365966796875,-0.0054931640625,3,3
